,P,Num,Origin,choice,flipped_choice,o_str,w_str,m_str,compare_against_original,entropy,id
7,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The enticing aroma of warm croissants drifted from a nearby bakery, beckoning me to pause and treat myself. As I entered, the door's bell let out a clear, resonant chime, signaling my presence. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window. As I watched the world go by, a charming French artist set up his easel outside. As he gazed out, the Seine River, the twinkling cityscape, and the gentle silhouettes on the buildings began to take shape in his vision. His brushstrokes danced across the canvas, imbuing the entire scene with a vibrant energy that seemed to leap off the page. Before long, he looked up and caught my eye. We exchanged a warm bonjour, and I invited him to join me for a cup of coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",3,B,B,B,DiffOracle,str,SentenceMutator,False,1,41
8,"As the Eiffel Tower glowed with soft golden light, Sophie strolled along the Seine River, taking in the vibrant atmosphere of Montmartre. She had always dreamed of visiting Paris, and now that she was finally here, she wanted to make every moment count. Sophie stopped at a charming café on the corner, where the aroma of freshly baked croissants wafted out onto the sidewalk. She sipped a rich coffee at a sidewalk table, observing as artists prepared to paint the city's vibrant scenery. Just as she sat down, a grey-haired man with a thick, unruly mustache strode up to her table. ""Bonjour, Mademoiselle,"" he said, tipping his beret. ""Enchanting Paris, a city we hold dear, is delighted to welcome you."" I'm a painter who's well-known in this community. Would you allow me to capture your likeness on canvas?"" Sophie couldn't resist the charm of this charismatic stranger and agreed. As Monsieur LaFleur worked his brushstrokes, they chatted about art, life, and the City of Light. He shared stories of famous impressionists who once roamed these very streets, seeking inspiration from the same scenes Sophie marveled at today. Time flew by as the portrait took shape. When finished, Monsieur LaFleur presented it to Sophie with a flourish.",4,A,A,A,DiffOracle,str,SentenceMutator,False,1,41
9,"As I strolled along the Seine, the soft glow of the streetlights danced across the water, casting a romantic ambiance over the city. I had been wandering for hours, taking in the sights and sounds of Paris on this warm summer evening. The enticing aroma of warm croissants drifted from a nearby bakery, beckoning me to pause and treat myself. As I entered, the door's bell let out a clear, resonant chime, signaling my presence. Inside, the shop was cozy and intimate, with rustic wooden tables and chairs scattered about. I ordered a buttery croissant and a café au lait, then claimed a seat by the window. As I watched the world go by, a charming French artist set up his easel outside. As he gazed out, the Seine River, the twinkling cityscape, and the gentle silhouettes on the buildings began to take shape in his vision. His brushstrokes danced across the canvas, imbuing the entire scene with a vibrant energy that seemed to leap off the page. Before long, he looked up and caught my eye. We exchanged a friendly greeting, and I asked him to join me for a coffee. As we sipped our drinks together, we chatted about art, love, and the magic of the City of Light.",4,B,B,B,DiffOracle,str,SentenceMutator,False,1,41
0,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie. It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She was sitting alone at a small table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt his heart stumble. He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years. Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As sunset cast its golden glow over Montmartre, they laughed together atop a hill overlooking the glittering lights of the Eiffel Tower. It was there that Evan fell deeply in love – not just with the city of Paris, but with Emilie herself. As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",0,A,A,B,DiffOracle,str,SentenceMutator,False,2,42
1,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't merely photographing iconic landmarks like the Eiffel Tower and Notre-Dame Cathedral; he was on a quest for creative spark and a new angle. It was on his third day, sipping coffee at a charming café on Rue Cler, that he saw her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest. For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly. One evening, as they sat together on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night. Their dinner date turned into a midnight stroll, hand-in-hand through the Luxembourg Gardens.",0,B,B,B,DiffOracle,str,SentenceMutator,False,2,42
2,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie. It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She was sitting alone at a small table by the window, her dark hair tucked behind her ear as she sketched in a notebook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt his heart stumble. He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years. Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As the sun dipped below the horizon, a warm orange hue illuminated the hillside in Montmartre, where the couple shared a joyful moment, gazing out at the dazzling spectacle of the Eiffel Tower's twinkling lights. It was there that Evan fell deeply in love – not just with the city of Paris, but with Emilie herself. As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",1,A,A,A,DiffOracle,str,SentenceMutator,False,2,42
3,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't merely photographing iconic landmarks like the Eiffel Tower and Notre-Dame Cathedral; he was on a quest for creative spark and a new angle. It was on his third day, when he stopped by a quaint café on Rue Cler for a cup of coffee, that he spotted her. Emilie, with her bright blue eyes and effortless chic, walked in and stole his breath. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest. For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly. One evening, as they sat together on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night. Their dinner date turned into a midnight stroll, hand-in-hand through the Luxembourg Gardens.",1,B,B,B,DiffOracle,str,SentenceMutator,False,2,42
4,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie. It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat quietly at a tiny table near the window, her hair pulled back as she drew in a sketchbook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt his heart stumble. He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years. Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As the sun dipped below the horizon, a warm orange hue illuminated the hillside in Montmartre, where the couple shared a joyful moment, gazing out at the dazzling spectacle of the Eiffel Tower's twinkling lights. It was there that Evan fell deeply in love – not just with the city of Paris, but with Emilie herself. As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",2,A,A,A,DiffOracle,str,SentenceMutator,False,2,42
5,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't merely photographing iconic landmarks like the Eiffel Tower and Notre-Dame Cathedral; he was on a quest for creative spark and a new angle. It was on his third day, when he stopped by a quaint café on Rue Cler for a cup of coffee, that he spotted her. Emilie's radiant gaze and understated elegance swept into the room, leaving him momentarily breathless. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest. For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly. One evening, as they sat together on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night. Their dinner date turned into a midnight stroll, hand-in-hand through the Luxembourg Gardens.",2,B,B,B,DiffOracle,str,SentenceMutator,False,2,42
6,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie. It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat quietly at a tiny table near the window, her hair pulled back as she drew in a sketchbook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt his heart stumble. He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years. Emilie, a local artist, took Evan under her wing, showing him hidden corners of the city he never would've found on his own. As the sun set, the hillside in Montmartre was bathed in a vibrant orange glow, and the couple savored a romantic moment, taking in the breathtaking sight of the Eiffel Tower's sparkling lights. It was there that Evan fell deeply in love – not just with the city of Paris, but with Emilie herself. As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",3,A,A,B,DiffOracle,str,SentenceMutator,False,2,42
7,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't merely photographing iconic landmarks like the Eiffel Tower and Notre-Dame Cathedral; he was on a quest for creative spark and a new angle. It was on his third day, when he stopped by a quaint café on Rue Cler for a cup of coffee, that he spotted her. As she entered the room, Emilie's captivating presence and effortless poise took his breath away. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest. For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly. One evening, as they sat together on a riverbank, watching the stars twinkle over the water, Evan knew he was smitten. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night. Their dinner date turned into a midnight stroll, hand-in-hand through the Luxembourg Gardens.",3,B,B,B,DiffOracle,str,SentenceMutator,False,2,42
8,"Evan had always been drawn to the romance of Paris. He spent his days wandering the winding streets, soaking up the history and charm of the city. But nothing could have prepared him for the way he felt when he met Emilie. It was at a quaint café on the Rue Cler, where Evan stopped to sip a coffee and collect his thoughts. She sat quietly at a tiny table near the window, her hair pulled back as she drew in a sketchbook. Their eyes met briefly as he passed by, but it wasn't until he caught sight of her smile that he felt his heart stumble. He couldn't help but be drawn back to her. They struck up a conversation, exchanging hesitant bonjours and awkward smiles. But as they talked, their words flowed effortlessly, like they'd known each other for years. Evan's artistic mentor, Emilie, introduced him to the city's lesser-known gems, revealing a world he would have otherwise overlooked. As the sun set, the hillside in Montmartre was bathed in a vibrant orange glow, and the couple savored a romantic moment, taking in the breathtaking sight of the Eiffel Tower's sparkling lights. It was there that Evan fell deeply in love – not just with the city of Paris, but with Emilie herself. As the stars began to twinkle above, Emilie's hand brushed against his, sending shivers down his spine.",4,A,A,B,DiffOracle,str,SentenceMutator,False,2,42
9,"Evan had always been drawn to the romance of Paris. As a photographer, he had traveled to the City of Light several times before, but this trip was different. This time, he wasn't merely photographing iconic landmarks like the Eiffel Tower and Notre-Dame Cathedral; he was on a quest for creative spark and a new angle. It was on his third day, when he stopped by a quaint café on Rue Cler for a cup of coffee, that he spotted her. As she entered the room, Emilie's captivating presence and effortless poise took his breath away. She ordered a croissant and smiled at him, and Evan felt like he'd been punched in the chest. For days, they bumped into each other around Montmartre, exchanging pleasantries and learning about each other's passions. Evan discovered Emilie was an artist, painting vibrant scenes of the city she loved. As they strolled along the Seine, watching street performers and artists, their conversations flowed effortlessly. As the night unfolded, Evan's gaze drifted across the star-studded sky, and he couldn't help but feel an undeniable connection to the serene beauty of the riverbank. Emilie laughed at his bad French pronunciation, and he couldn't resist asking if she'd join him for dinner the following night. Their dinner date turned into a midnight stroll, hand-in-hand through the Luxembourg Gardens.",4,B,B,B,DiffOracle,str,SentenceMutator,False,2,42
0,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. That's when he saw her - Emilie, with piercing green eyes and a mop of curly brown hair. For several days, Evan returned to the café, ordering a café au lait and striking up conversations with Emilie. Her charming demeanor and flawless command of the English language put Evan at ease, making their interaction effortless. As they chatted, he discovered their shared love of art, music, and French cinema. With each visit, their conversations grew longer, and Evan found himself falling under Emilie's spell. One afternoon, as he sat sipping his coffee, Emilie surprised him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. Evan was smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",0,A,A,A,DiffOracle,str,SentenceMutator,False,3,43
1,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he waited in line, his gaze drifted to the barista with piercing green eyes and curly brown hair. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. With a warm smile, she greeted him in flawless English. ""Bonjour! Welcome to our café. What can I get for you?"" As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He learned that she was a native Parisian, studying art history at the Sorbonne, and had a passion for photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As they savored their espressos in the warm afternoon sunlight, Emilie suggested a tour of the city's lesser-known attractions. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights. As the days went by, Evan realized he'd fallen deeply for this captivating French beauty. As they said their goodbyes on his final night in Paris, Emilie leaned in and whispered, ""à bientôt, perhaps?""",0,B,B,B,DiffOracle,str,SentenceMutator,False,3,43
2,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. It was then that he caught sight of her - Emilie, whose striking green eyes and unruly brown locks stood out in a crowd. For several days, Evan returned to the café, ordering a café au lait and striking up conversations with Emilie. Her charming demeanor and flawless command of the English language put Evan at ease, making their interaction effortless. As they chatted, he discovered their shared love of art, music, and French cinema. With each visit, their conversations grew longer, and Evan found himself falling under Emilie's spell. One afternoon, as he sat sipping his coffee, Emilie surprised him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. Evan was smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",1,A,A,A,DiffOracle,str,SentenceMutator,False,3,43
3,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he waited in line, his gaze drifted to the barista with piercing green eyes and curly brown hair. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. With a warm smile, she greeted him in flawless English. ""Bonjour! Welcome to our café. What can I get for you?"" As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He learned that she was a native Parisian, studying art history at the Sorbonne, and had a passion for photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As they savored their espressos in the warm afternoon sunlight, Emilie suggested a tour of the city's lesser-known attractions. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights. As the days went by, Evan realized he'd fallen deeply for this captivating French beauty. As they parted ways on his last evening in Paris, Emilie whispered softly, ""We'll see each other again soon, won't we?""",1,B,B,B,DiffOracle,str,SentenceMutator,False,3,43
4,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. It was then that he caught sight of her - Emilie, whose striking green eyes and unruly brown locks stood out in a crowd. Evan became a regular at the café, frequently ordering a café au lait and engaging in casual conversations with Emilie over the course of several days. Her charming demeanor and flawless command of the English language put Evan at ease, making their interaction effortless. As they chatted, he discovered their shared love of art, music, and French cinema. With each visit, their conversations grew longer, and Evan found himself falling under Emilie's spell. One afternoon, as he sat sipping his coffee, Emilie surprised him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. Evan was smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",2,A,A,B,DiffOracle,str,SentenceMutator,False,3,43
5,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he waited in line, his gaze drifted to the barista with piercing green eyes and curly brown hair. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. She welcomed him warmly, her English impeccable. ""Bonjour! Welcome to our café. What can I get for you?"" As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He learned that she was a native Parisian, studying art history at the Sorbonne, and had a passion for photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As they savored their espressos in the warm afternoon sunlight, Emilie suggested a tour of the city's lesser-known attractions. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights. As the days went by, Evan realized he'd fallen deeply for this captivating French beauty. As they parted ways on his last evening in Paris, Emilie whispered softly, ""We'll see each other again soon, won't we?""",2,B,B,B,DiffOracle,str,SentenceMutator,False,3,43
6,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. It was then that he caught sight of her - Emilie, whose striking green eyes and unruly brown locks stood out in a crowd. Evan became a regular at the café, frequently ordering a café au lait and engaging in casual conversations with Emilie over the course of several days. Her charming demeanor and flawless command of the English language put Evan at ease, making their interaction effortless. Their conversation revealed a common appreciation for art, music, and classic French films. With each visit, their conversations grew longer, and Evan found himself falling under Emilie's spell. One afternoon, as he sat sipping his coffee, Emilie surprised him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. Evan was smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",3,A,A,A,DiffOracle,str,SentenceMutator,False,3,43
7,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he stood in line, his attention wandered to the barista, whose striking green eyes and rich, dark locks caught his eye. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. She welcomed him warmly, her English impeccable. ""Bonjour! Welcome to our café. What can I get for you?"" As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He learned that she was a native Parisian, studying art history at the Sorbonne, and had a passion for photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As they savored their espressos in the warm afternoon sunlight, Emilie suggested a tour of the city's lesser-known attractions. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights. As the days went by, Evan realized he'd fallen deeply for this captivating French beauty. As they parted ways on his last evening in Paris, Emilie whispered softly, ""We'll see each other again soon, won't we?""",3,B,B,A,DiffOracle,str,SentenceMutator,False,3,43
8,"As Evan wandered through the charming streets of Montmartre, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out into the crisp morning air, drawing him in like a magnet. He pushed open the door and was immediately greeted by a warm smile from behind the counter. It was then that he caught sight of her - Emilie, whose striking green eyes and unruly brown locks stood out in a crowd. Evan became a regular at the café, frequently ordering a café au lait and engaging in casual conversations with Emilie over the course of several days. Evan's comfort around her stemmed from her captivating personality and impeccable language skills, which made their conversation feel natural and unforced. Their conversation revealed a common appreciation for art, music, and classic French films. With each visit, their conversations grew longer, and Evan found himself falling under Emilie's spell. One afternoon, as he sat sipping his coffee, Emilie surprised him with a sketchbook and pencils. ""I drew this while you were exploring,"" she said, revealing a beautiful caricature of him amidst the Eiffel Tower. Evan was smitten. As he thanked her, their hands touched, sending shivers down his spine. From that moment on, Evan knew he had to spend more time with Emilie.",4,A,A,A,DiffOracle,str,SentenceMutator,False,3,43
9,"Evan strolled into the charming café on Rue Cler, seeking refuge from the chilly Parisian morning. As he stood in line, his attention wandered to the barista, whose striking green eyes and rich, dark locks caught his eye. Her name tag read ""Emilie,"" and she seemed to sense his admiring stare. She welcomed him warmly, her English impeccable. ""Bonjour! Welcome to our café. What can I get for you?"" As Evan ordered his coffee, their conversation flowed effortlessly, and before he knew it, he was chatting with Emilie like they were old friends. He discovered that she was a Parisian by birth, pursuing a degree in art history at the Sorbonne, and had a keen interest in photography. Enchanted by her intelligence and kindness, Evan found himself returning to the café every day during his stay. As they savored their espressos in the warm afternoon sunlight, Emilie suggested a tour of the city's lesser-known attractions. Under her guidance, they explored Montmartre's winding streets, picnicked along the Seine, and laughed together under the twinkling Eiffel Tower lights. As the days went by, Evan realized he'd fallen deeply for this captivating French beauty. As they parted ways on his last evening in Paris, Emilie whispered softly, ""We'll see each other again soon, won't we?""",4,B,A,B,DiffOracle,str,SentenceMutator,False,3,43
0,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell of freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile. ""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed milk and poured shots of espresso. Evan was immediately smitten. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease. As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She pointed out the local flavors and offered expert advice on how to get around the city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land. Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",0,A,A,A,DiffOracle,str,SentenceMutator,False,4,44
1,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the door and was immediately charmed by the warm atmosphere within. Emilie, a charming young woman with striking blue eyes and rich, dark locks, skillfully created a unique design on a customer's coffee drink. Her smile lit up as she greeted Evan, asking what brought him to their cozy café today. Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city. Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze. Time flew by unnoticed, until Emilie playfully teased him about having been there ""forever"" and needing to take a walk along the Seine while it was still light.",0,B,B,B,DiffOracle,str,SentenceMutator,False,4,44
2,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell of freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile. ""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed milk and poured shots of espresso. Evan was instantly captivated. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease. As they struck up a conversation, Evan discovered that Emilie was not only beautiful but also witty and kind. She pointed out the local flavors and offered expert advice on how to get around the city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land. Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",1,A,A,A,DiffOracle,str,SentenceMutator,False,4,44
3,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the door and was immediately charmed by the warm atmosphere within. Emilie, a charming young woman with striking blue eyes and rich, dark locks, skillfully created a unique design on a customer's coffee drink. Her smile lit up as she greeted Evan, asking what brought him to their cozy café today. Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. As they chatted, he discovered they shared a love for art, music, and all things French. Before long, they were discussing everything from Impressionist masters to the best croissants in the city. Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze. Before Emilie playfully pointed out that he'd been there for an eternity, time had slipped by unnoticed, and he suggested they take a stroll along the Seine while the light lasted.",1,B,A,B,DiffOracle,str,SentenceMutator,False,4,44
4,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell of freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile. ""Bonjour, bonjour!"" she chimed, expertly juggling multiple conversations as she steamed milk and poured shots of espresso. Evan was instantly captivated. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease. Evan found himself drawn to Emilie's charming personality, which was as captivating as her physical beauty. She pointed out the local flavors and offered expert advice on how to get around the city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land. Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",2,A,A,A,DiffOracle,str,SentenceMutator,False,4,44
5,"As Evan wandered through the vibrant streets of Montmartre during the Spring Festival, he stumbled upon a quaint little café that caught his eye. The aroma of freshly brewed coffee wafted out, drawing him in like a magnet. He pushed open the door and was immediately charmed by the warm atmosphere within. Emilie, a charming young woman with striking blue eyes and rich, dark locks, skillfully created a unique design on a customer's coffee drink. Her smile lit up as she greeted Evan, asking what brought him to their cozy café today. Evan couldn't help but be captivated by Emilie's charming accent and infectious laugh. Their conversation revealed a common appreciation for the finer things in life, particularly art, music, and the charm of French culture. Before long, they were discussing everything from Impressionist masters to the best croissants in the city. Over a rich, velvety coffee, Evan found himself swept away by Emilie's joie de vivre and sparkling personality. The sounds of laughter and accordion music from outside – where the festival revelers danced in the sun-drenched square – receded into the background as he lost himself in her gaze. Before Emilie playfully pointed out that he'd been there for an eternity, time had slipped by unnoticed, and he suggested they take a stroll along the Seine while the light lasted.",2,B,B,B,DiffOracle,str,SentenceMutator,False,4,44
6,"Evan wandered through the charming streets of Montmartre, taking in the vibrant sights and sounds of the spring festival. The smell of freshly baked croissants and roasting coffee beans wafted through the air, drawing him to a quaint little café. As he pushed open the door, his eyes met those of Emilie, the lovely barista with a bright smile. ""Bonjour, bonjour!"" She effortlessly managed a flurry of conversations while simultaneously crafting a perfectly steamed milk and expertly pouring shots of espresso. Evan was instantly captivated. He ordered a café au lait and watched, mesmerized, as Emilie's hands moved with precision and ease. Evan found himself drawn to Emilie's charming personality, which was as captivating as her physical beauty. She pointed out the local flavors and offered expert advice on how to get around the city. Her laughter was infectious, and soon Evan found himself feeling more at home in this foreign land. Over the course of several visits, their conversations grew longer and more meaningful. Evan learned that Emilie was an art student, passionate about painting the City of Light's hidden corners. As the sun dipped below the rooftops, casting a golden glow over the Eiffel Tower, Evan knew he'd fallen under Emilie's spell.",3,A,A,A,DiffOracle,str,SentenceMutator,False,4,44
